# BulTreeBank Wordnet (BTB-WN)	bul	http://www.bultreebank.org/	CC BY 3.0
00069531-a	bul:lemma	естетически
00069879-v	bul:def	0	Нанасям рана, телесна повреда на някого.
00069879-v	bul:exe	0	Нараних се в главата.
00069879-v	bul:exe	1	По невнимание нараних другаря си.
00069879-v	bul:exe	2	нараних ръката на
00069879-v	bul:lemma	нараня
00069879-v	bul:lemma	наранявам
00069879-v	bul:lemma	раня
00069879-v	bul:lemma	ранявам
00070965-n	bul:def	0	Нещо, което е станало не както трябва поради неправилна преценка, небрежност или невнимание.
00070965-n	bul:exe	0	грешка на езика
00070965-n	bul:exe	1	грешка от незнание
00070965-n	bul:exe	10	правописна грешка
00070965-n	bul:exe	11	правя грешка
00070965-n	bul:exe	12	правя нещо без грешка
00070965-n	bul:exe	13	стилистична грешка
00070965-n	bul:exe	14	фактическа грешка
00070965-n	bul:exe	2	допускам грешка
00070965-n	bul:exe	3	за всяка грешка има прошка
00070965-n	bul:exe	4	имате грешка!
00070965-n	bul:exe	5	лекарска грешка
00070965-n	bul:exe	6	най-голямата ми грешка беше
00070965-n	bul:exe	7	печатна грешка
00070965-n	bul:exe	8	повтарям стари грешки
00070965-n	bul:exe	9	последствие от грешка
00070965-n	bul:lemma	грешка
00070965-n	bul:lemma	неточност
00072473-n	bul:def	0	Грешка, която се дължи на неправилна преценка за нещо.
00072473-n	bul:exe	0	Имаше объркване в имената на клиентите.
00072473-n	bul:lemma	объркване
00073713-n	bul:def	0	Представяне на нещо (обикновено факти) по неточен и/или неверен начин.
00073713-n	bul:lemma	изопачаване
00074624-n	bul:def	0	Нещо пропуснато, изпуснато в работа, текст, разказ и др., поради недоглеждане, пренебрегване или незнание.
00074624-n	bul:exe	0	В работата има пропуски и недостатъци.
00074624-n	bul:exe	1	Работиш ли разсеяно, пропуските са неизбежни.
00074624-n	bul:exe	2	административен пропуск
00074624-n	bul:exe	3	голям пропуск
00074624-n	bul:exe	4	имам пропуски
00074624-n	bul:exe	5	маловажен пропуск
00074624-n	bul:exe	6	нямам пропуски
00074624-n	bul:exe	7	пропуск на
00074624-n	bul:exe	8	пропуски в знанията
00074624-n	bul:exe	9	сериозен пропуск в
00074624-n	bul:lemma	пропуск
00074834-v	bul:def	0	Изпускам кръв от рана, наранено място по тялото на човек или животно.
00074834-v	bul:lemma	кървя
00076196-n	bul:def	0	Груба грешка, неуместна, нетактична постъпка или изявление в социален аспект.
00076196-n	bul:exe	0	Тази вечер той направи два гафа.
00076196-n	bul:exe	1	голям гаф
00076196-n	bul:exe	2	политически гаф
00076196-n	bul:exe	3	правя гаф
00076196-n	bul:lemma	гаф
00077645-a	bul:def	0	Който изпитва страх, който е обхванат от страх.
00077645-a	bul:lemma	изплашен
00077645-a	bul:lemma	уплашен
00077698-v	bul:def	0	Боря се за въздух, не мога да дишам поради ограничен достъп или липса на кислород.
00077698-v	bul:lemma	давя се
00077698-v	bul:lemma	задавям се
00077698-v	bul:lemma	задуша се
00077698-v	bul:lemma	задушавам се
00077950-v	bul:def	0	Затруднявам или прекъсвам дишането на някого.
00077950-v	bul:lemma	задуша
00077950-v	bul:lemma	задушавам
00078138-v	bul:def	0	Изстивам силно, става ми много студено от силен студ, мраз.
00078138-v	bul:exe	0	Завихме се, за да не замръзнем.
00078138-v	bul:exe	1	Замръзнах без палто.
00078138-v	bul:exe	2	замръзвам от студ
00078138-v	bul:lemma	замръзвам
00078138-v	bul:lemma	замръзна
00078138-v	bul:lemma	измръзвам
00078138-v	bul:lemma	измръзна
00078760-v	bul:def	0	В медицината - лекувам, прилагам лечебни средства, извършвам манипулации, за да помогна на болен.
00078760-v	bul:exe	0	третирам рана
00078760-v	bul:lemma	лекувам
00078760-v	bul:lemma	третирам
00081725-v	bul:def	0	Полагам специални грижи за възстановяване здравето на болен, като употребявам обикновено медицински средства.
00081725-v	bul:lemma	лекувам
00081725-v	bul:lemma	церя
00081836-n	bul:def	0	Ходене по магазините, с цел да се закупят стоки и/или услуги.
00081836-n	bul:lemma	пазаруване
00081836-n	bul:lemma	шопинг
00082241-a	bul:def	0	Който е изпълнен с вражда, ненавист, агресия и показва решителност и енергичност при осъществяването на нещо.
